source,raw_text
github_scipy,DOC: Selected text in version dropdown not compatible with dark mode
github_scipy,ENH: spatial.transform.Rotation.align_vectors add a flag to automatically normalize the input vectors to unit length
github_scipy,`xp_capabilities` needs a proper documentation
github_scipy,BUG: `xp_capabilities` adds empty lines to docstrings
github_scipy,ENH: spatial.transform.Rotation.align_vectors: add scale and translation factors
github_scipy,BUG: sparse.csgraph.reconstruct_path: segfault for `nan` `predecessors`
github_scipy,ENH: sparse: improve performance of broadcasted binary operations
github_scipy,ENH: consistent callback signatures across scipy.optimize.minimize methods
github_scipy,MAINT: spatial.transform.Rotation: `from_euler/from_davenport` shape consistency
github_scipy,CI: macOS conda-forge job failing because of scikit-umfpack upgrade
github_scipy,BUG: barycentric_interpolate with complex and object array containing timedelta64 causes SystemError
github_scipy,BUG:  `squareform` with `dtype=object` array containing `np.float64` causes segmentation fault
github_scipy,DOC: stats: A reference in the `fligner` docstring occurs twice.
github_scipy,BUG: deconvolve with empty divisor or signal arrays causes inconsistent errors
github_scipy,BUG: lfilter with empty a array can trigger misleading error or undefined behavior
github_scipy,BUG: scipy.sparse.csgraph.yen crashes with out-of-bounds source index
github_scipy,BUG: scipy.spatial.distance.sokalsneath crashes with StringDType input
github_scipy,"BUG: stats.levene: test results are incorrect when `center=""trimmed""`"
github_scipy,BUG: linalg.norm: Inconsistent return type compared to NumPy
github_scipy,Should binary_closing support float16? Inconsistent behavior with float32/float64
github_scipy,BUG: special: logsumexp(inf) sign is NaN starting in v1.16
github_scipy,BUG: linalg.lapack: Segmentation Faults and Memory Errors
github_scipy,BUG: interpolate.spalde: segfault when k is too large or tck is invalid
github_scipy,BUG: scipy.interpolate.insert segfaults on invalid input type
github_scipy,BUG: interpolate: Internal error from `fpknot` while running `make_splprep`
github_scipy,DOC/DEV: Document how `scipy.signal` calls functions from `cupyx.scipy` during CI
github_scipy,ENH: Will RBFInterpolator support 3D or higher dimensional data interpolation in the future?
github_scipy,BUG: Hangs and failures on windows with non-AVX512 CPUs in conda-forge
github_scipy,"MAINT: Replace deprecated usage of numpy array shape, dtype and strides setting"
github_scipy,BUG: signal: `invres()` failing dramatically when converting filter designed by scikit-rf
github_scipy,SHGO: issue passing args to objective function
github_scipy,DOC: SLSQP - different sign convention of Lagrange multiplier
github_scipy,ENH: improve fitting of scipy.stats distributions using appropriate bounds and constraints
github_scipy,DOC: add LFX Insights badge to README
github_scipy,BUG: NdBSpline segfaults for too high derivative orders
github_scipy,BUG: optimize: new COBYLA implementation ~30x slower execution
github_scipy,DEV: The `CODEOWNERS` contain files and directories which have been renamed
github_scipy,BUG: stats.hypergeom: `rvs()` fails for N = 0
github_scipy,BUG: stats: `trapezoid.fit()` doesn't converge
github_scipy,ENH: Replace references to AS by references to digital library of mathematical functions
github_scipy,ENH: zipfian.rvs is slow for certain argument values
github_scipy,"DOC: optimize.differential_evolution: Clarify trial vector recombination - fill_point index is random, not fixed to last parameter"
github_scipy,ENH: Slight inaccuracy in lfilter_zi gives different result of filtfilt
github_scipy,DOC: The file `scipy/_lib/_lazy_testing.py` has been removed
github_scipy,BUG: signal.lombscargle(precenter=True) modifies input array on 1.15+
github_scipy,ENH: interpolate.make_smoothing_spline: `_compute_optimal_gcv_parameter` goes wrong
github_scipy,BUG: huge speed and quality regression for stats.multivariate_normal.cdf
github_scipy,ENH: Add covariance and error methods to `normal` and similar models
github_scipy,BUG: sparse: load_npz fails for coo_arry with dim>2
github_scipy,BUG: optimize: PRIMA implementation of COBYLA returns solutions closer than `tol` parameter
github_scipy,DEV: spin `cpu_count` check is not robust
github_scipy,CI: CUDA compilation failures for all cupy tests
github_scipy,"BUG: ndimage measurements.py find_objects(input, max_label) not compatible with numpy 2.3.0"
github_scipy,"ENH: special: `hyp2f1(a, b, c, z)` implementation for complex arguments (a, b)"
github_scipy,DOC/ENH: signal.get_window: different default for symmetric/periodic than individual window functions
github_scipy,CI: _lib: `test_pyyaml_not_found` not automatically detected as thread-unsafe
github_scipy,DOC: <Please write a comprehensive title after the 'DOC: ' prefix>
github_scipy,DOC: signal.convolve2d: document that kernel is rotated
github_scipy,ENH: Vectorized spline interpolation for both x and y
github_scipy,DOC/DX: `spin docs` doesn't incrementally rebuild docstrings from extension modules
github_scipy,ENH: spatial.transform: Add broadcasting support
github_scipy,DOC: interpolate.RbfInterpolator: incorrect equation in Notes
github_scipy,BUG: optimize: missing error checking for slsqp inputs
github_scipy,BUG: optimize.nnls: memory leak
github_scipy,Incomplete license terms for sub components since version 1.16.0 (COPYING.txt for component qhull is missing)
github_scipy,CI: new BLAS tests ci jobs don't respect ci skips
github_scipy,BUG: Discrete time TransferFunction objects calculate wrong phase response in recursive filters due to internal function bugs
github_scipy,BUG: scipy.signal.square ignores input dtype due to incorrect dtype check
github_scipy,"BUG: Error constructing sparse matrix with indices larger than 32 bits from smaller matrices, using sparse.block_diag()"
github_scipy,BUG: stats: scipy 1.16 causes a large speed regression in mwaskom/seaborn `tests/test_statistics.py::TestKDE::test_bivariate_cumulative`
github_scipy,TST: stats: `marray` tests failing with latest array-api-strict
github_scipy,BUG: signal.periodogram: memory leak
github_scipy,BUG: stats.qmc.Sobol: stuck in infinite loop in low_0_bit after generating 2**32 samples
github_scipy,ENH: stats.kendall_tau: MergeSort to achieve O(n log n) complexity
github_scipy,BUG: stats.pmean: bad numerical behavior for small but finite p
github_scipy,ENH: spatial.geometric_slerp: allow for extrapolation
github_scipy,DOC: array API support table follow ups
github_scipy,BUG: Typing mismatch: allow None for fill_value in RegularGridInterpolator
github_scipy,BUG: interpolate: `test_bispev_integer_overflow` crashes for ILP64 build on macOS
github_scipy,ENH: spatial.transform: array API standard support tracker
github_scipy,BUG: stats.sampling: segfault in various classes on osx-arm64
github_scipy,Why does `special_cyl_bessel_k_int` (and therefore `scipy.special.kn`) use `cyl_bessel_k` and not `cephes::kn`?
github_scipy,DOC/DEV: correct editable install `spin` guidance
github_scipy,"BUG: setting with `sparse.xxx_{matrix,array}` 2D singleton"
github_scipy,CI: Enable GitHub Actions CI for ppc64le (Power architecture) support
github_scipy,QUERY: avoid explicit `expm(A)` computation when all you need `expm(A) @ v`
github_scipy,BUG: Possible Issue with class RectBivariateSpline(BivariateSpline) in the _fitpack2.py
github_scipy,QUERY: interpolate: Are tck and degrees part of BivariateSpline's public API?
github_scipy,BUG: signal.windows.taylor: output is NaN for nbar >= 2
github_scipy,BUG: (interpolate) _dierckx.data_matrix gives ValueError if input arrays are not C contiguous
github_scipy,DOC: interpolate: NearestNDInterpolator works with multi-dimensional arrays but docs suggest otherwise
github_scipy,DOC: interpolate: add a demo for the connection between spline coefficients and control points
github_scipy,BUG: special: hyp1f1 hangs with some arguments
github_scipy,BUG: issue building with gfortran on macOS
github_scipy,BUG: stats: ppf of 0 returns a value outside the distribution support
github_scipy,DOC: interpolate: RegularGridInterpolator with cubic interpolation : discuss `solver_options` better
github_scipy,Chatterjee's Xi returns different results based on `numpy` major version
github_scipy,DOC: Confusing name for scipy.spatial.distance.is_valid_dm
github_scipy,DOC: spatial.is_valid_dm: misleading documentation
github_scipy,ENH: linalg: Follow-up tasks for ILP64 support
github_scipy,DOC/MAINT: sparse.linalg.onenormest: fails confusingly for LinearOperator with no `rmatmat` or adjoint
github_scipy,DOC: Incorrect dimension of PPoly.c in docstring
github_scipy,CircleCI benchmarks job requires `hypothesis`
github_scipy,DOC: consider documenting Homebrew gfortran workaround
github_scipy,DOC: optimize.minimize: erroneously claims COBYLA doesn't support equality constraints
github_scipy,BUG: scipy.linalg.sqrtm incorrect on complex matrix on v1.16
github_scipy,BUG: linalg: wrong handling of args/kwargs in `_apply_over_batch`
github_scipy,DEV: `spin lint`: use `sys.executable` always
github_scipy,BUG: sparse.linalg.splu: segmentation fault (SIGSEGV) for Pajek/GD99_c matrix with `permc_spec='NATURAL'`
github_scipy,BUG: special.kv: incorrect translation of AMOS Fortran code resulting in incorrect/NaN outputs
github_scipy,BUG: Compilation failure in HiGHs with MSVC
github_scipy,Delaunay find_simplex unexpected behavior
github_scipy,BUG: CSC matrix multiplication and indptrs
github_scipy,ENH: Switching from `pocketfft` to `ducc0.fft`
github_scipy,ENH: special: make `sph_harm_y` available to `cython`
github_scipy,RFC: sparse.linalg: batching and array types support
github_scipy,BUG: regression on Windows after ARPACK rewrite
github_scipy,BUG: spatial.transform.Rotation: Warning Inconsistency
github_scipy,BUG/TST: `spatial` test failure
github_scipy,BUG: free-threading: functionality based on multiprocessing.Pool / threading.Pool deadlocks
github_scipy,BUG [nightly]: spatial.transform.Rotation.from_quat: fails for float32 inputs
github_scipy,DEV: add `spin jupyterlab`
github_scipy,ENH: Support eigendecomposition of 2x2 & 3x3 symmetric matrices via explicit formulas
github_scipy,BUG: optimize.least_squares: worse results for since v1.16.0
github_scipy,BUG: linalg.sqrtm: incorrect results in 1.16.0 when at least one isolated diagonal element and complex
github_scipy,BUG: signal.freqz: erroneously returns complex-valued frequencies
github_scipy,BUG: linalg.interpolative.reconstruct_matrix_from_id: segfault for invalid arguments
github_scipy,BUG: spatial.Voronoi: qhull internal error (qh_order_vertexneighbors): no neighbor of v4 for f39
github_scipy,BUG: signal.welch: artificially introduces DC component due to order of detrend and windowing
github_scipy,DOC: stats.wasserstein_distance: disagrees with linked article
github_scipy,BUG/TST: `differentiate` `test_dtype` fails with `float16` on Intel Sapphire Rapids
github_scipy,ENH: spatial: triangulation class from predefined simplices
github_scipy,BUG: \scipy\_lib\_util.py fails tests and functions can't be imported
github_scipy,ENH: Return NotImplemented when scipy.spatial.transform.Rotation.__mul__ cannot deal with the type of other.
github_scipy,Grammar correction
github_scipy,RFC: stats.spearmanr: interface adjustment to enable array API support
github_scipy,DOC: Breadcrumbs missing and sidebar different in API reference docs for modules marked with `:orphan:` flag
github_scipy,BUG: AttributeError: 'BooleanArray' object has no attribute 'nonzero' when running sc.pp.calculate_qc_metrics()
github_scipy,DOC: Fix bug in release notes for scipy v1.12.0
github_scipy,"BLD: build process stops early with ""numpy-config found: NO"""
github_scipy,ENH: Parallel optimization of batch of parameters (and potentially functions)
github_scipy,ENH: signal: numerically stable sos2ss and zpk2ss conversions (request for feedback)
github_scipy,BUG: softmax outputs nan for inputs containing inf.
github_scipy,BUG: signal.tf2sos: `ComplexWarning`
github_scipy,BUG: linalg.lstsq: SVD did not converge
github_scipy,BUG: linalg.svdvals: Segmentation fault
github_scipy,"BUG: stats.beta.entropy: doesn't work with array-valued a, b"
github_scipy,BUG: `@_transition_to_rng` leads to inconsistent function signatures
github_scipy,BUG: optimize.direct: memory leak while returning from user function
github_scipy,ENH: sparse: access to `csr_sample_values`
github_scipy,DOC: Missing docstrings for some warnings in scipy.io
github_scipy,BUG/TST: stats: XSLOW test failures of `ttest_ind`
github_scipy,TestMedFilt::test_odd_strides is failing on deprecation in numpy 2.4.0-dev0
github_scipy,BUG: stats.norminvgauss: cdf becomes inaccurate in far right tail
github_scipy,BUG: New backend for interpolative decomposition breaks for (1xn) matrices
github_scipy,DOC/DEP: special.sph_harm: improve deprecation message guidance
github_scipy,BUG: Slow function call in `scipy.optimize.minimize` with `L-BFGS-B` since `scipy>=1.15.0`  on Ubuntu
github_scipy,BUG: scipy.optimize minimize routine does not show info logs related to optimisation with `display:True`
github_scipy,BUG: io.matlab: two `TestZlibInputStream` failures for Python 3.14 on Windows
github_scipy,BUG: min Python version enforcement in 1.16.x series? (and main)
github_scipy,MAINT: array-api-strict compatibility on 1.16.0 release branch
github_scipy,BUG: `stats`: regression in JAX 0.6.2
github_scipy,"RecursionError in corner case test of `stats.sampling.FastGeneratorInversion` (py314, musllinux aarch64)"
github_scipy,BUG: `interpolate.RegularGridInterpolator` fails on a 2D grid with a single point.
github_scipy,BUG: special.betainc: evaluates incorrectly to nan when `b=0`
github_scipy,ENH: `special.comb`: implement for input arrays when `exact=True`
github_scipy,BENCH/DEV: `spin bench` option `--quick` is useless (always active)
github_scipy,DEV/DOC: segfault from `spin docs` on macOS with venv
github_scipy,BUG: sparse.linalg.eigs: random incorrect outputs generated
github_scipy,BUG: optimize: worse behaviour of new L-BFGS-B implementation
github_scipy,DOC: signal.medfilt: remove outdated note
github_scipy,BUG: optimize.shgo: unbounded cache in Complex.split_edge
github_scipy,ENH: linalg: Polynomial eigenvalue problem
github_scipy,ENH: stats: `_put_val_to_limits` - accept `lower_limit` tuple
github_scipy,DOC: fft: tutorial example improvements
github_scipy,ENH: linalg: randomized svd and eigh decomposition (faster but approximate)
github_scipy,BUG: sparse.csgraph.connected_components: unexpected results for bsr arrays
github_scipy,"ENH: `linalg.{inv, solve}`: follow-up improvements to low-level ND support"
github_scipy,DEV/DOC: `spin docs` fails
github_scipy,ENH: optimize.find_minimum: preserve shape of scalar-valued functions?
github_scipy,DEV/DOC: update vendored code pages for `_lib.decorator`
github_scipy,ENH: optimize: minimize for discrete scalar unimodal functions
github_scipy,CI: (re-)adopt `(d)tach` for modularity enforcement
github_scipy,BUG: `UserWarning` due to `spin build`
github_scipy,BUG: stats.pmean: wrong value for infinite orders
github_scipy,BUG: spatial.distance.cdist: wrong result in Yule metric
github_scipy,BUG: Scipy stft is not consistent with torchadio Spectrogram
github_scipy,DOC: Undocumented `dtype` change with `sp.sparse.csr_array(sp.sparse.spdiags(...))` vs. `sp.sparse.diags_array(...)`
github_scipy,BUG: special: Discontinuity in associated Legendre functions
github_scipy,BUG: Sum of squares convergence error on valid data
github_scipy,"ENH: Stochastic Resonance & Information-Theoretic Analysis for Discrete Dynamical Systems (e.g., Collatz sequence)"
github_scipy,CircleCI redirector for rendered docs stopped working?
github_scipy,BUG: optimize: too many open files with multiprocessing
github_scipy,ENH: optimize.NonLinearConstraint: add `args` parameter
github_scipy,BUG: `test_hermitian` for `lobpcg` failing on 32-bit Linux
github_scipy,BUG: Incorrect use of NumPy scalar types instead of np.dtype in _sputils.py
github_scipy,BUG: ndimage.median_filter: always returns `0` on single element arrays.
github_scipy,DEP/RFC: linalg.solve: deprecate `lower` and `transposed` params
github_scipy,BUG: sparse: `!=` operator with csr matrices
github_scipy,MAINT: Use multi-phase initialisation (PEP 489)
github_scipy,BUG: linalg.solve_sylvester: not raising `LinAlgError` when no solution exists
github_scipy,ENH: stats.entropy: add `normalize` parameter to skip input normalization
github_scipy,DOC: Wrong SPDX identifier for OpenBLAS and LAPACK
github_scipy,BLD: build issues in WSL on main
github_scipy,ENH: Function for bicoherence
github_scipy,DEV: `spin smoke-docs` adds an option twice
github_scipy,DOC: Invalid example under sparse.coo_array.tensordot
github_scipy,ENH: `vectorized_filter`: special case of scalar `size` with `axes`
github_scipy,BLD: `-Duse-system-libs` does not look in provided `--prefix`
github_scipy,DOC: `linalg.toeplitz` does not support batching like the `1.16.0rc1` release notes say
github_scipy,BUG: circular import error with `linalg._matfuncs_sqrtm_triu` on 1.16.0rc1
github_scipy,BUG: signal.csd: doesn't zero-pad for different size inputs in 1.16.0rc1
github_scipy,"TST: theilsope & siegelslope-related tests are failing on PyPy3.11 7.3.19: `TypeError: tuple() expected at most 1 argument, got 2`"
github_scipy,MAINT: Some public sub-submodules still expose private objects
github_scipy,BUG: Inconsistent STFT results between ShortTimeFFT.stft() and signal.stft()
github_scipy,DEV/TST: print relevant env vars values in test header
github_scipy,ENH/REL: provide `scipy-openblas32` wheel for `ppc64le`
github_scipy,BUG: ConvexHull returns incorrect vertices in N-dimensional case
github_scipy,DEV: can we 'scrape' package-wide `make_xp_test_case` info?
github_scipy,QUERY: building and using a wheel on Windows
github_scipy,ENH: stats: Gaussian Continuous Ranked Probability Score (CRPS)
github_scipy,DOC: integrate: incorrect code or math notation in `dblquad` non-constant limit example
github_scipy,CircleCI docs artifact redirector action affect by change in security setting
github_scipy,Release notes do not explain what were the bug fixes.
github_scipy,ENH: super-Gaussian rv_continuous distribtuion
github_scipy,ENH: spatial: alpha shape/concave hull
github_scipy,Bug with freqz when specifying worN after #22886
github_scipy,DEV: `spin test -b all` adds `--pyargs scipy` twice
github_scipy,DOC: optimize.nnls: squared 2-norm instead of 2-norm?
github_scipy,BUG: optimize: `_linesearch_powell` can find worse local optimum than initial value
github_scipy,QUERY: ndimage.zoom: very low factor on big grayscaled images does not look good
github_scipy,ENH: sparse.linalg: Krylov methods for matrix functions
github_scipy,"MAINT, CI: zizmor analysis of CI security"
github_scipy,"BUG: The attribute ""nit"" is not found when using the callback of scipy.optimize.minimize"
github_scipy,QUERY: `conda install scipy` changes python
github_scipy,BUG: special._ufuncs._ncx2_pdf: interpreter crash with extreme input
github_scipy,DOC: documenting scalar vs 0-D array return types
github_scipy,BUG: stats.wrapcauchy: output isn't wrapped around the unit circle
github_scipy,QUERY: optimize.minimize: adding constraints gives a better result
github_scipy,TST: Nested arrays failing in array-api-strict git tip
github_scipy,TST: `special`: `test_compiles_in_cupy` is broken
github_scipy,BUG: signal.sawtooth: nan value?
github_scipy,ENH: special: Associate Legendre Function with non-integer degree
github_scipy,DOC: MSGS dictionary not linked or documented in scipy.optimize.fmin_tnc reference page
github_scipy,BUG: interpolate._dierckx: `check_array()` can crash if the argument is not an array
github_scipy,BUG: spatial.distance.squareform: array elements with object dtype are incorrectly refcounted
github_scipy,DOC: spatial.Delaunay: links to wrong `transform`
github_scipy,DOC: clarify the status of Apple's Accelerate Framework support
github_scipy,BUG: `check_test_name` fails with `UnicodeDecodeError`?
github_scipy,BUG: optimize: `SyntaxWarning: 'break' in a 'finally' block under 3.14`
github_scipy,ENH: signal.find_peaks: improve ordering stability given ties
github_scipy,"DOC: <Improvement for the Documentation for Scipy.integrate.rk23, OdeSolution, BDF 'DOC: ' prefix>"
github_scipy,BUG: Wrong use of `__builtin_prefetch()`
github_scipy,BUG: special.logsumexp: nan in 1.15
github_scipy,DOC: interpolate.make_splrep: result depends on scaling of data
github_scipy,BLD: meson picks system-managed Python for py3 dependency
github_scipy,DEV: follow-up tasks after merge of `spin` support
github_scipy,BUG: optimize.nnls: numerical instablity and performance issues in versions 1.12.0 through 1.15.2
github_scipy,ENH: Marray meta-thread
github_scipy,BUG: interpolate: Corner finding in Akima1DInterpolator silently fails
github_scipy,DOC: Update minimum NumPy and Python in toolchain roadmap
github_scipy,BUG: interpolate: Akima1DInterpolator raises ValueError for valid inputs
github_scipy,ENH: Distribution Fitting with fixed parameters does not support vector of scales
github_scipy,ENH: linalg: LAPACK *ggsvd3 wrapper
github_scipy,BUG: scipy.special in 1.15.x doesn't support python 3.10 and numpy 1.26.4
github_scipy,"BUG:  TypeError: C function scipy.spatial._qhull._barycentric_coordinates has wrong signature (expected void (int, double *, double *, double *), got void (int, double *, double const *, double *))"
github_scipy,BUG: test_logm_consistency is failing on Windows on ARM using clang-cl
github_scipy,ENH: optimize: add Constraints to `least_squares`
github_scipy,BUG: stats.sigmaclip: returns strange thresholds
github_scipy,ENH: stats: add matrix t-distribution
github_scipy,BUG: re-importing `scipy` fails
github_scipy,BUG: ImportError when using scipy.sparse with numpy 2.2.5
github_scipy,BUG: crash in python-dbg CI job due to calling Python C API without holding the GIL
github_scipy,BUG: signal.sosfiltfilt: memory leak flagged by memray
github_scipy,BUG/TST: Hanging tests on riscv64 (under qemu)
github_scipy,ENH: stats.qmc.geometric_discrepancy: `method='mindist'` can improve memory complexity
github_scipy,"BUG: Sparse Interpolator (LinearNDInterpolator and CloughTocher2DInterpolator) return NaN on the points, which is linear combination of triangle point"
github_scipy,BUG: linalg.expm: deviates from expected results on small complex matrices
github_scipy,CI: new GH runners available for macOS 15 and Windows 2025
github_scipy,"BUG: `stats.qmc.PoissonDisk`: overlapping sampling for negative `l_bounds`, `u_bounds`"
github_scipy,BUG: stats.spearmanr: incorrectly identifies arrays as constant
github_scipy,ENH: optimize.minimize: memory+speed improvement for `MemoizeJac`
github_scipy,BUG: The status of `scipy.optimize.milp` is not accurate
github_scipy,ENH: optimize: Reduce the wheel size by porting `_group_columns` to C/C++
github_scipy,BUG: `signal.windows.kaiser_bessel_derived` uses `array` and is un-tested for `M<1`
github_scipy,BUG: <Install Spciy fail under Macos>
github_scipy,ENH: add `weights` param to `stats.quantile` similarly to NumPy
github_scipy,BUG: linalg.cossin: incorrect decomposition
github_scipy,BUG: optimize.nnls: unstable on i686 (32-bit) machine
github_scipy,TST: TestDistributions.test_funcs[cdf-methods11-x-Normal]
github_scipy,"RFC: ""relaxed"" error checking in some contexts"
github_scipy,BLD: compiler warnings with clang 17
github_scipy,ENH: Use cython shared utility module
github_scipy,BUG: optimize: broken array types support in `least_squares`
github_scipy,BLD: build failure with suspicious flag `-fopenmp`
github_scipy,ENH: optimize: Return bound multiplier for SLSQP
github_scipy,DOC/DEV: outdated references to Cirrus CI
github_scipy,BUG: test_cython Failing on Windows on ARM64 with clang-cl
github_scipy,BUG: integrate.solve_ivp: solution behavior diverges and converges suddenly
github_scipy,CI: Failures in pytest-run-parallel CI job
github_scipy,MAINT: Collect low-level code under SRC folder per module respectively
github_scipy,BUG: optimize.linprog: slower
github_scipy,BUG: special.sph_harm: `got 0j instead of nan` test fail on riscv64
github_scipy,BUG: signal.minimum_phase: homomorphic mask error
github_scipy,TST: linalg.{lu_}solve: `TestBatch` tolerance failures with Intel LLVM compilers 2024.2
github_scipy,QUERY: stats.bootstrap with resample without replacement
github_scipy,QUERY/BLD: build with Intel LLVM compilers 2024.2 gives `undefined symbol: __intel_avx_rep_memset`
github_scipy,BUG: linalg.eigh: incorrect results for matrices with large degeneracies
github_scipy,ENH: io.loadmat: extract data from MATLAB objects/classes
github_scipy,BUG: special.hyp2f1: problematic region in v1.15.2
github_scipy,ENH: linalg: integrate `mplapack` and `mpmath`/`gmpy2` for eigenvalues/SVD of multi-precision matrices
github_scipy,BUG: optimize.nnls: Maximum number of iterations reached behavior
github_scipy,"MAINT, CI: floating point exceptions activated in NumPy"
github_scipy,ENH: more Hausdorff speedups
github_scipy,QUERY: no longer need to convert `desired` of `xp_assert_`s with `xp.asarray`?
github_scipy,ENH: sparse.csgraph.depth_first_order: support POST-ORDER output
github_scipy,BUG: optimize.linprog: 20x slower in 1.15.x
github_scipy,BUG: special.j1: incorrect for small and large x
github_scipy,BUG: special.j0: incorrect for large x
github_scipy,ENH: `interpolate.make_splrep`: fails for ill-conditioned problems
github_scipy,DOC: integrate: `quad_vec` info return type is `_Bunch` not `dict`
github_scipy,"BUG: sparse: Potential Memory Leak in `{csr,csc}_{array,matrix}.copy`"
github_scipy,"CI: new failures: segfault in free-threaded, `linprog` invalid value encountered in `dot`"
github_scipy,DOC: interpolate.make_smoothing_spline: example plot uses the same color for points and the fit spline
github_scipy,ENH: sparse.csgraph.laplacian: generalize to signed networks
github_scipy,BUG: signal.resample_poly: dtype not preserved
github_scipy,BUG: special.betainc: inaccurate/incorrect for small a and b values when using single-precision floats
github_scipy,DOC: integrate.tanhsinh: documentation refers to non-existent attribute
github_scipy,BUG: error for arrays on non-default device
github_scipy,QUERY: optimize.linear_sum_assignment: wrong result?
github_scipy,QUERY: signal: window normalization for spectral routines
github_scipy,QUERY: sparse eigen value decomposition difference
github_scipy,BUG/TST: Test failure of Normal ccdf
github_scipy,QUERY: optimize.brute: returned parameters outside of ranges?
github_scipy,QUERY: stats.brunnermunzel: produces warnings and nans with edge case input
github_scipy,QUERY: stats.Normal: `ImportError` in 1.15.2
github_scipy,BUG: Sparse matrix advanced indexing is unexpectedly slow
github_scipy,BUG: spatial: `RigidTransform` does not support zero-length collections
github_scipy,BLD: spksrc issue cross-compiling
github_scipy,BUG: optimize.linprog: 40x slower in v1.15 compared to v1.14
github_scipy,BUG/REL: PyPI Linux wheels contain duplicate libgfortran/libquadmath
github_scipy,CI/DOC: CloughTocher2DInterpolator: `UserWarning` in docs build
github_scipy,ENH: ndimage.label: accept sparse arrays
github_scipy,BUG: `KeyboardInterrupt` in `_bspl._colloc_nd` (called from `interpolate.RegularGridInterpolator`)
github_scipy,BUG: Transposed LinearOperator fails on vector multiplication
github_scipy,DOC: optimize.root: default values of optional parameters not documented
github_scipy,QUERY: deprecated option `disp` in `minimize(method=’L-BFGS-B’)`
github_scipy,"DOC: signal.savgol_filter: with `mode='constant'`, calculation seemed to mismatch docs"
github_scipy,BUG: scipy.stats: tmin/tmax: loss of precision for large integers
github_scipy,BUG: stats.binom.isf gives wrong result
github_scipy,BUG: io: `ZeroDivisionError` while loading MATLAB file
github_scipy,CI: oneAPI job: `Not enough disk space.`
github_scipy,BUG: spatial: `C function scipy.spatial._qhull._barycentric_coordinates has wrong signature`
github_scipy,BUG: special.logsumexp: inconsistency in phase when one element is complex infinity
github_scipy,DOC: sparse.linalg.ArpackError: entire default `infodict` displayed
github_scipy,BUG: Maximum capacity for scipy.signal.welch() has reduced significantly on 32 bit systems
github_scipy,"BUG: test failures in 1.15.2, Guix"
github_scipy,DEV: running test suite without 'dev.py' is a pain
github_scipy,QUERY: optimize.linprog: fails to find feasible point with negative variables
github_scipy,BUG: sparse.coo: `ImportError` for `upcast`
github_scipy,BUG: spatial: `Rotation` no longer supports zero-length collections
github_scipy,BUG: ndimage.median_filter: additional hard crashes
github_scipy,BLD: pip build from source fails in `_stats_pythran` with PyPy3.11
github_scipy,DOC: stats.gaussian_kde: clarify the meaning of `factor`
github_scipy,BUG: special: cython complex failures on sparc64
github_scipy,DOC/BUG?: ndimage: correspondence between `axes` and `size`?
github_scipy,CI: benchmark job on CircleCI is failing on `io.mmread` memory usage
github_scipy,BUG: `lfilter` returns a leaked state from a previous call when the input `x` is an empty array
github_scipy,ENH: please add eval_nonzero_bspl to scipy.interpolate interface
github_scipy,BUG: scipy.optimize.curve_fit gives different covariance matrices with LM vs TRF method
github_scipy,BUG: stats.multinomial.pmf: inconsistent results?
github_scipy,CI: docs build failure
github_scipy,BUG: `ndimage`: Numerical regressions in Dask 2025.2.0
github_scipy,BUG: linalg.expm: bug on Windows / conda
github_scipy,MAINT: optimize: unnecessary `not_first_iteration` boolean variable in `scalar_search_wolfe2`
github_scipy,BUG: _lib: Data race reported by TSAN in `ccallback` mechanism
github_scipy,BUG: TSAN reports data race in `fast_matrix_market::line_count_result_s`
github_scipy,condition in scalar_search_wolfe2 can never be true
github_scipy,CI: failures `*/tests/test_extending` due to a regression in Meson master
github_scipy,BUG: ndimage.binary_erosion: segfault
github_scipy,BUG: Inconsistent pivoting indices `ipiv` between `scipy.linalg.lapack.?gttrf` and `scipy.linalg.lapack.?gbtrf`
github_scipy,BUG: ndimage.spline_filter1D magnifies data
github_scipy,CI: Some GitHub workflows failing due to check on `actions/cache` version.
github_scipy,ENH: add `axis` parameter to FloaterHormannInterpolator and AAA
github_scipy,performance: _construct_docstrings slow in scipy.stats
github_scipy,DOC: Inconsistent notation in Linear algebra (scipy.linalg) page
github_scipy,BUG: `min_weight_full_bipartite_matching` fails for `coo_matrix` input with `AttributeError: 'coo_matrix' object has no attribute 'indices'`
github_scipy,ENH: spatial.transform: Add array API standard support
github_scipy,ENH: stats: T Testing of lognormal distribution with Modified Cox Method
github_scipy,BUG: special test TestHyp2f1.test_region4[hyp2f1_test_case42] fails tolerance built targeting x86-64-v3
github_scipy,ENH: Add test functions for optimization to `scipy.optimize`
github_scipy,DOC: interpolate.lagrange: the Lagrange function is using the Newton method of calculation
github_scipy,BUG: wheel build failure on MacOS due to `std::lower_bound` compilation failure
github_scipy,DOC: remove links to the reference guide in the tutorials page
github_scipy,MAINT: scipy.stats: test_regressZEROX SIMD warning for certain NumPy version ranges
github_scipy,Building PROPACK without using the meson-generated c parts
github_scipy,RFC:linalg: nD-array accepting functions to return partially completed work instead of discarding all and throwing an exception
github_scipy,BUG: Cannot use scipy.optimize in Anaconda Mac mini M1 sequoia
github_scipy,BUG: `lfiltic`'s handling of `a[0] != 1` differs from `lfilter`'s
